hash_name	transcription	age	gender	first_language	socioeconomic_bkgd	ethnicity
d4531d73b3eacbdf2773e10bcff27d09	search by album pink	18 - 22	female	English	Low	White
fc4cf95d93168282e0feb104a7fa85a7	alright i'm heading out i'll be right there	31 - 45	male	Spanish	Medium	Middle Eastern or North African
de83839b75679f858e5f4e0d94498ed9	hey facebook use messenger to call sue	18 - 22	male	English	Low	White
7f7729bdad3fdcaec91556b5b56d1abb	reply to group message jim if you're in the area i'd love to show you around send	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
b26a9e1d0656dfba79c4f465c05ad1fe	text mary i need to go because the football game is about to come on	46 - 65	male	English	Low	White
2b07558e29b481bb2f5fb440135f6bed	oh my god i feel uncomfortable with this light	31 - 45	male	English	Medium	Black or African American
8b2aaa3fd2ecbb5f8879cd57e14d3d88	search for love playlist in spotify	23 - 30	female	English	Low	Black or African American
7bd84c794fb6697dc7d7e6d4d301e427	hey facebook silence notifications	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
3214706ca0c8ddfb92d0a57c5c44961f	send a text message to michael i am just reviewing some documents and afterwards i would place some calls to some of our customers and that is all i have to do for today	23 - 30	male	English	Affluent	Black or African American
2ced4d70e8959c12fe591738b8b0d08e	who is the artist that sings this song sound of silence	46 - 65	female	Italian	Medium	White
fea1467b2989ea39596e29e49c0ff0b0	we'll move to the next song by journey	31 - 45	male	English	Low	Black or African American
f35a4ee6c9e1173654767edae7f8caff	hey facebook ignore incoming text	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
ee3dc85e1a3783f571a7f1616fe70cf3	text jules back no i don't think she would do something like that	46 - 65	female	English	Low	White
f7b658cf6b8146a59435e51a404500b3	everything's final for this weekend see you then	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
fc8135aacb8e34311b5c0baba0e80490	save song to library	23 - 30	female	English	Low	Native American, American Indian, or Alaska Native
d693bfd0c08c508b8a579d10f8328f7c	send text to family i'm so sorry something came up last minute and i can't make it to the event	18 - 22	female	Cantonese	Low	Asian, South Asian or Asian American
214bfc6bdd9d09ba540295b2f4575e5c	hey facebook continue playing music	23 - 30	female	English	Medium	Asian, South Asian or Asian American
559692246fd13bb88f4ec5675413a485	add to my like list i don't like this song save it	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
3d44beeb78656663adcf3695cc5cdb32	hey facebook message jeremy hey friend what are you doing are you still awake	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
48c7acb032ec0ab1a1e1948ec4447e8b	hey facebook change my status to available now	31 - 45	female	Ukrainian	Low	White
b4a079458a36ebeaaf288c24a481e7ab	hey facebook expand the volume	31 - 45	male	English	Medium	Black or African American
c3cdd6e2c1b65ef353bab8c5e1d49772	hey facebook skip the song please	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
70d498cb1856940a808bbccd7035c198	what is the name of this song	46 - 65	female	English	Medium	White
cbcc27730568d11f021cc4e5b75da4a8	add song to my playlist	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
759b1af80dba0114f6e9f473ff8cd4d2	i just finished little work in office that somehow will make me feel tired so i have to go home to relax more so what's the plan what's the upcoming plans for this coming weekend	31 - 45	male	English	Medium	Black or African American
ba9523f836d5b390c1e89baec1131707	hey facebook open up the camera to take a picture	23 - 30	female	English	Low	White
fe9f0f828dac25b8376dc6c431b54fd9	hey facebook show the video from my trip to the mountains to gloria	46 - 65	female	English	Low	White
bb62a51a2f93054bbad650abb1494e0a	message to becky i'm cooking alfredo do you know where the cheese is	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
93851b1d832bce41fb7a6e840756d628	hey facebook mute notifications	18 - 22	male	Other	Low	Native Hawaiian or Other Pacific Islander
24b1e84dbedc1ea6452a3be4d2905218	hey facebook turn off do not disturb mode	31 - 45	male	Laotian	Low	Asian, South Asian or Asian American
0f81b3cefb79e03bcce1c9867e6fb2ba	hey facebook share story to favorites on instagram	31 - 45	female	Hindi	Affluent	Asian, South Asian or Asian American
c269a99088c51bd56454b1d4dccc58cd	search by genre	18 - 22	female	English	Medium	White
f4ef436ad1dafa6b580700925b4e5541	hey facebook start recording a video	18 - 22	male	English	Low	White
c46743322a272009a3f1359520e70910	hey facebook open my camera so i can take a picture	31 - 45	female	English	Affluent	Asian, South Asian or Asian American
1857bdcee71cf2028d66c11182521591	how is our brother are they good	31 - 45	male	English	Low	Black or African American
4cb83fc89076b1f9df3997ce376fd953	text emily and ask her if i can substitute brown sugar for regular sugar in her pumpkin pie recipe	46 - 65	male	English	Low	White
4bcae75fccc08e03f017d7852f6b95a5	hey facebook i wanna send a group text on messenger to keith tom jim	46 - 65	male	English	Medium	Black or African American
1e92d1a1b9b599f2b789fc6f3ca0981b	hey facebook kindly record a video for thirty minutes	31 - 45	male	English	Medium	Black or African American
e2f98993faf4545a7aa9418a82558a89	text david buy two pounds of ground beef	46 - 65	female	English	Affluent	Asian, South Asian or Asian American
0c248ff8b4b4a5b8e77fcb607347c9f1	hey you all i'm just planning to go to a chinese restaurant this evening so i'm just wondering that if you guys are interested in it	31 - 45	female	Urdu	Low	Asian, South Asian or Asian American
c8898ee26091a21a9a08b08459643d7c	hey facebook display i'm available on my status	31 - 45	male	English	Medium	Black or African American
a41366d4421329326c1e1542094e6ca3	play elton john on pandora	23 - 30	female	English	Low	Native American, American Indian, or Alaska Native
39f38bf849f5403269478a68a3812f69	set my online status to available	46 - 65	male	English	Medium	White
c96b55c59cff0507b50233e266cf12d9	hey facebook go to camera roll and find a picture from twenty twenty-two january	23 - 30	female	English	Low	Hispanic, Latino, or Spanish
d5d3e82dc8c2eab17ed717467c5902e1	hey facebook ignore the next thread	31 - 45	male	English	Low	Black or African American
e3bb79d53d8c26ab63e9035478eff5ff	reply with i miss you message to grandpa	23 - 30	female	English	Low	Black or African American
8b5a8b8fb76927c2768058a1e508d09d	hey facebook move in close	31 - 45	male	English	Low	Black or African American
f4a5f05cc6c4b0e71fbb36b043488851	who sings this song playing	31 - 45	male	English	Low	Black or African American
e3b813ee26f87cf08413455a161f82f6	leaving office now need to know what the plan is	31 - 45	female	English	Low	Asian, South Asian or Asian American
8bfeeb36c8122edcfd7c91b3ec00ae47	hey facebook read me the latest text from the group chat from whatsapp	23 - 30	female	Spanish	Low	Hispanic, Latino, or Spanish
985a265674aff6782550087cf825fe71	hey facebook please read the new sms received from the group dominican fiesta	31 - 45	female	Spanish	Medium	Hispanic, Latino, or Spanish
3b334db6fe8299c61c05a5d6d50753c8	reply to message  lol just found this barbie dolls we had when we were kids send message to sister just ran across the little make up set when we were kids here at the store message brother just saw a bunch of legos	23 - 30	female	Spanish	Low	Hispanic, Latino, or Spanish
bb99d7ae6c80f29a4dd037c0d7253cbf	give me the feedback on what my friend has just said today	31 - 45	male	English	Low	Black or African American
cb6142484f7e9d2116535af68a947762	that's awesome was it like a big race	31 - 45	female	English	Low	Asian, South Asian or Asian American
e889549713f6284e4e48076f19a88448	hey facebook stop the music	46 - 65	female	English	Medium	Black or African American
4c0c4d17ad2229d2594a6ac8f65c4cfd	please unlike the previous song	23 - 30	female	French	Low	White
aec4018c53daa56e2fc8a56ae38df3dc	voice assistant please contact debbie and let her know that i was planting flowers today and this is something that linda always love to do and i was thinking about her today and i just wanted to let you know because this is something we all enjoy doing as planting flowers	46 - 65	female	French	Medium	Native American, American Indian, or Alaska Native
daac6dd3ad7438289289fe4fbe189f45	hey facebook take a picture	46 - 65	male	English	Medium	White
7ef73e7e58f9bb410c1aa638b45909bd	hey facebook send a message to two three four five nine eight nine	31 - 45	male	English	Medium	Black or African American
de5e331ea51994deba5cb0a31843a961	skip this song	18 - 22	female	English	Low	White
ec555adcfe827475679c638da9e47c08	hey facebook send recent photo to close friend on instagram story	18 - 22	female	Vietnamese	Low	Asian, South Asian or Asian American
7f5810fe669b2a0378c83fd65f86a23e	hey facebook ignore all message from chris	23 - 30	male	English	Low	Native American, American Indian, or Alaska Native
025db1156b178947859f5437dc163053	hey facebook pause music	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
21ab5dc8c72ed3574954983a98bdda4a	jack have to end it here running late	46 - 65	female	Arabic	Low	White
cf8f85fca697d2a17c54eac3297c5b2f	flowers gift card lingerie	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
b99e19447443e136f0d9bc9dd11d307c	save this song	46 - 65	female	English	Medium	White
1e88b02d55da141960a14861e910f956	search amy winehouse radio	23 - 30	female	English	Low	Hispanic, Latino, or Spanish
f8ac015037eab04c797767fc3e69781c	hey facebook skip song	31 - 45	female	English	Medium	Asian, South Asian or Asian American
9f224135cb194d5a3be67ff45337152e	hey facebook get john on the call	23 - 30	female	English	Low	White
ad770663a09cfdb44a813fef9be5eff0	you can start a call by letting the pressing your calling no your name	23 - 30	male	English	Low	Native American, American Indian, or Alaska Native
de4bf0bec258335ff7cf744b80f4ed35	search stand strong song album in the album file	31 - 45	male	English	Medium	Black or African American
a263a7f39b6d5a0735d32156f54a17b3	ok to clarify we are meeting tomorrow at the library to work on school	18 - 22	male	English	Medium	Asian, South Asian or Asian American
b50e8bd5b72f34d27f51b6935b65459f	hey facebook resume my playing music	23 - 30	male	English	Low	Black or African American
5a4c4b4701c3ddc901b9ae5d46a7a007	hey facebook what did mike say in his last text	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
53d30c85dbe5c39f2d8740106776991d	hey facebook text carrie mark and barbara i will be late but i am on my way	46 - 65	female	English	Medium	White
a416012d6814acfc2cd464b98eafe06d	hey facebook change my online status to available	23 - 30	male	English	Low	Native Hawaiian or Other Pacific Islander
29a5be38977060cdfdd81232ef20c9bf	hey facebook is mom online on whatsapp	31 - 45	female	English	Low	Black or African American
36264041de9b2e034127875c6ba2edc9	send a message to carl i cannot believe whiskers is dead i cannot believe like whiskers would run away from home and then we would just find him on the following street dead ran over you know but end of the day whiskers he he was he would just want us to keep moving forward	18 - 22	male	English	Low	Middle Eastern or North African
140a164b7f374561f5c7e02b29369aa0	hey facebook go to chrome	23 - 30	female	English	Medium	Native American, American Indian, or Alaska Native
d589c279e593f9efa8cf867724e8481b	calling meshell brink	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
f9a21b390224f25b5b67ba4b7fc84ea1	can you send this text message to my friend i really wish we can round up the conversation and we can move on	31 - 45	male	English	Medium	Black or African American
5d121edd22d9753d0a175d055abd2bc3	alam just come in right now that her mom birthday was on thursday i'm so excited right now because i enjoy her last year birthday	31 - 45	male	English	Medium	Black or African American
488a0d876016706eca0228a5045812a1	search local music	46 - 65	female	English	Low	Native American, American Indian, or Alaska Native
5699242804b7856dd2be333128378080	hey facebook ignore tom's message	46 - 65	female	Urdu	Low	Asian, South Asian or Asian American
361956676678e0ef213d21d2c122cbcf	send a message to my friend about the last concert that he went to	18 - 22	male	Spanish	Low	Hispanic, Latino, or Spanish
618ca49fd5a31a083aa412efb07492f3	hey facebook let's make a video	46 - 65	female	English	Medium	White
e0a1081daea29b0a711e7c0e1d941b8f	message wanda no i'm not driving right now i got into a car accident	23 - 30	female	English	Low	Middle Eastern or North African
054448ca0b7ff5b061452cb0f47baf6d	text jeremy hey is it true what you told me about um michelle	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
1cf42ad288ac95bbe51d55e64d0f81de	hey facebook can you please capture a picture of this scene and also start recording	46 - 65	female	English	Medium	Native American, American Indian, or Alaska Native
ffbf7a94e01cb557f3fccb2452aac602	hey facebook call mom	23 - 30	female	English	Low	Native American, American Indian, or Alaska Native
4de21c87d322438a4ea7621240ea6819	hey facebook ignore call	18 - 22	female	English	Low	White
8bc95435e55beca4e8b348e9ee8515f2	hey facebook end call	23 - 30	female	English	Low	Hispanic, Latino, or Spanish
852106baca7aa9985df29952ad110a02	hey facebook go back and rewind play this song again hey facebook go back and play this song again rewind	46 - 65	male	English	Medium	Native American, American Indian, or Alaska Native
01e8d1f357ca23e387369eefbfed8ede	hey facebook	46 - 65	female	English	Medium	Native Hawaiian or Other Pacific Islander
2b51813bb0ca94feca547838b218f6d4	hey facebook ariel turn off all announcements and notifications including banners for the next thirty minutes	31 - 45	female	English	Low	White
b659955ed92a9aa18897c2d5dd1c182d	hey facebook take a picture with my front camera	18 - 22	female	English	Low	White
fefb9941997b6d184b502cfe4dad4124	hey facebook on speaking the notification	31 - 45	male	English	Medium	Native Hawaiian or Other Pacific Islander
499680bb072b5ce37985cbe7e96efbaf	glad to know that you ate at luigi's that i recommended the other day it was great wasn't it	23 - 30	female	Creole	Low	Black or African American
624cf7ae531325e041d8a5d2c9c71701	hey facebook start a video with ten seconds delay	23 - 30	female	English	Medium	Hispanic, Latino, or Spanish
d601fa206212c47a2cc453686d7564ed	text me the ingredient	46 - 65	male	English	Low	Native American, American Indian, or Alaska Native
8a25c23cae06c0d1b556169683714124	hey facebook increase volume	23 - 30	female	English	Medium	Black or African American
214cbd775b97731fa039c94b54ceda60	aubrey look at these cute lilo and stitch slippers they reminded me of you i'll send you a photo	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
c213905e3907beeb292f60547700ec93	hey facebook do not read message from clifford nelson and john on whatsapp	31 - 45	male	English	Medium	Black or African American
4558b82e1eabcd87fe5ee763c8b0cc5c	hi lydia i'm on my way to your house and i'll arrive at four maybe and please get yourself and stuff ready	23 - 30	female	Indonesian	Low	Asian, South Asian or Asian American
38df70087430baf6e6a0007f272cd43f	hey facebook i am driving right now so can you please read my incoming texts	23 - 30	male	English	Low	Native American, American Indian, or Alaska Native
e603377ca12c9c84eba08963d5fd9c54	text randy i just left the house and i'm running late i'll meet you outside the mall at seven pm	46 - 65	male	English	Low	White
95c8c52ac913f0b4a337adb6e5d4666c	hey facebook reject call	46 - 65	male	English	Medium	White
a9f5cd0ed1c5e230c588e57850750469	hi lauren i want to disclose the high school tradition with group of friends to you and it was lovely and understanding i enjoy the moment so much	31 - 45	male	English	Medium	Black or African American
73c47a4b7c6543f2f4ee1712cfa1f64d	hey facebook please call john adams mobile	31 - 45	male	English	Medium	Native American, American Indian, or Alaska Native
42ed81bdbf124fac2fdae86073cc2d7f	hey facebook ignore the next thread	18 - 22	female	English	Low	Native American, American Indian, or Alaska Native
6d96903139ac90c8d08bb0ab1566e50f	i want to like this current play music	31 - 45	male	English	Medium	Black or African American
5e2ee644a6eeeb1ed3a2fbc18e48c0d8	hey facebook can you send a text to all my friends on sms	31 - 45	male	English	Medium	Black or African American
4f4f023cfc9421b263740e79777c6099	hey facebook mute all notifications hey facebook stop all notifications hey facebook cancel all notifications hey facebook silence phone for notifications hey facebook no more announcement or notifications today hey facebook stop sending me notifications hey facebook i don't want to hear notifications anymore hey facebook no more announcements or notifications today hey facebook stop sending me stuff hey facebook i want to hear only people that i have as favorites	46 - 65	male	English	Medium	White
0ec7a8a7b5cdd5871903a6f427fa4f96	hey facebook love this song	31 - 45	male	English	Medium	Black or African American
735fa5feb2f60635fa5ea42b21cd6073	hey facebook record a video until twelve o'clock	18 - 22	male	English	Low	White
9a52a7f5cbe05586dcf3f5aa6405c44a	hey facebook share my latest video to facebook stories	23 - 30	female	English	Low	Native American, American Indian, or Alaska Native
24e6782c2184a9b6d1630fc1103107f6	hey facebook change my online status to available and call james john john on messenger	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
a99712163f4f3706d27e5100f1d1a4fe	hello jenelle where is the recipe in the kitchen i've been looking for it while making a meal	31 - 45	male	English	Medium	Black or African American
1a8df3d08ea9c7d03293a40c8563cb8d	hello my love i miss all of you i can't wait to be with you and i'm already on my way i can't wait to spend the time with you	31 - 45	male	English	Medium	Black or African American
5cf17421278cccc60189f4a5e0bb6b70	hey facebook please pause this song	46 - 65	female	English	Medium	White
6b083aad686c1a5428cb9faff3998db5	hey facebook call bethany	46 - 65	female	Nepali	Low	Asian, South Asian or Asian American
08b5840225bc34f7f0a7c072be7d04f6	hey facebook please stop recording a video now	31 - 45	male	English	Medium	Black or African American
7fb94665a4bde85caa6ec9e137b6ff5a	hey facebook quit with the music	46 - 65	female	English	Low	Native American, American Indian, or Alaska Native
579087b51f7db14dc7507e7ab44a01fe	hey facebook next song	31 - 45	female	English	Low	Native Hawaiian or Other Pacific Islander
facb599c0944af7df8039ceef670300f	hello i'm almost close to the location where we	31 - 45	male	English	Low	Black or African American
18c7307229a0177202717ba263989632	please call tommy steiger on whatsapp	46 - 65	female	English	Medium	Native American, American Indian, or Alaska Native
3ce0e7a3254a49f6743dd5504e55c8f0	play some chill rap song	31 - 45	male	English	Medium	Black or African American
f00e6bf164459b9fc6b184b8413a35a7	hey facebook turn off notifications from whatsapp	31 - 45	female	English	Medium	Native Hawaiian or Other Pacific Islander
be5e0a64e453c73391b6045a025f33c8	hey facebook increase the volume on google home by two points	31 - 45	female	Hindi	Affluent	Asian, South Asian or Asian American
83ab098c6e36df3af75fe0adc20bb172	hey facebook turn off notifications	46 - 65	female	English	Low	Native American, American Indian, or Alaska Native
d9a379b44b20c7b41ea7fdb1b825d651	hey facebook would you set my online status to available	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
b930af0470e813cbf01050ef8ccb31f4	hey facebook please delete this video	31 - 45	male	English	Medium	Black or African American
feb9afc4504ba49d7128d84edc402d95	hello how can i help you	46 - 65	female	Spanish	Low	Hispanic, Latino, or Spanish
1bbdb836b1b485517c97fba0a6727c6d	hey laura it's been a while how about we catch up this friday um i suggest we meet at starbucks uh downtown uh for a coffee and a chat message me if this works for you	31 - 45	female	Hindi	Affluent	Asian, South Asian or Asian American
e9c8c324b1adf1efb3b93ffb50694817	hey facebook stop recording get smart	46 - 65	male	Korean	Medium	Asian, South Asian or Asian American
21f24eaeb664db2e562d63fd971da43e	hey facebook move to the next message	31 - 45	male	English	Low	Black or African American
988a0fa5afdc03576d8f6f6162058d03	hey mimi can we talk i think i really need your help how about meeting for coffee	31 - 45	female	Spanish	Medium	Hispanic, Latino, or Spanish
28431f0bbd1a7e8bc2467c962ee661f2	find a version of have yourself a merry little christmas	31 - 45	female	English	Low	White
3c0fdf69cb9253a1f45ebb6c16a434e0	hey facebook dial my brother's number from my contact list	23 - 30	male	English	Medium	Black or African American
3fee90d85c76ca0fb2d702612adec2e1	hey facebook please do not show messages from johnson on messenger	46 - 65	female	English	Low	White
3e7eeb60ee25aa1e415527335acb1b9e	the weather has been amazing in my city and it's cool and i love it	31 - 45	male	English	Medium	Black or African American
85837ca19e5816e43c78022ee19c2667	hey facebook mute my notification	31 - 45	male	English	Medium	Black or African American
1b0054ed373ea5e400e5693a1f9a2e47	hey facebook mute all my notifications	31 - 45	male	English	Medium	Black or African American
9540d681899d280e8527e9a537055329	find me a song by elvis	46 - 65	female	English	Affluent	White
55a66a892907c1cac3715190c3167918	hey what time are we meeting and where	46 - 65	female	English	Low	White
61492afa2b83b529095dac626570e6df	send message to dee don't forget the diapers	23 - 30	female	English	Low	Native American, American Indian, or Alaska Native
6dc7cbf349bd0c2059d540b52dcb96d0	hey facebook read an incoming text from a group of friends on my whatsapp	31 - 45	male	English	Medium	Black or African American
5aaf0faf43f4a52f88cf20d812206247	hey facebook delete photos seven through twenty-nine in my photo collection	31 - 45	female	English	Low	Middle Eastern or North African
fbd132db0077c644169e867a304e0757	text kate saying i have been following along with the hurricane that's happening in your area how have you been holding up	18 - 22	female	English	Low	Hispanic, Latino, or Spanish
95646e3d9880436a69166eec8119cad1	text elise corbin girl i don't want to miss out on drag brunch exclamation mark let me know the next available time and i'll be there	18 - 22	female	English	Low	White
636c230f1ff365c9b5c3e575e9c1270b	send john a text message hey the movie is about to start we'll talk afterwards	46 - 65	male	English	Medium	Black or African American
8a0612bd8ca564e3ab0799b0d9888a14	send message how are you feeling let me know if you need anything	18 - 22	female	English	Low	White
ef7d0bff3bc04a5c15ae4fdefb942ba8	hey facebook take a photo of me	46 - 65	female	English	Low	Asian, South Asian or Asian American
beaac87c6532a94db2fc20f853a844ff	hey facebook please put phone in airplane mode	23 - 30	female	English	Low	Hispanic, Latino, or Spanish
13f30fb586ba648ffacfa987eb00c2b5	go to spotify applications open it and play the playlist of playboy	31 - 45	male	English	Low	Black or African American
28b2b06e2077462a195c66442e6ba47d	delete this song	46 - 65	female	English	Medium	Black or African American
e4e9a59e649cf2d591ebde732ca76f97	no flash and take a picture	46 - 65	female	English	Medium	Native American, American Indian, or Alaska Native
8b524f6f0ddc1fa918384869842df4cd	hey facebook set my online status to available	46 - 65	female	English	Medium	Black or African American
6554816049c9d1a026ddaa459b51ffd5	like that song playing presently	23 - 30	female	English	Low	Black or African American
9e668f052a7dfa9decd16db32ef0ea5c	hey facebook start a call with the group party people please	18 - 22	male	English	Low	White
7bc4889aa1836e8005879b19c1b13812	hey facebook please go to my settings and mute my announcements please	18 - 22	female	English	Low	Black or African American
079b8cea76984fcc4fae29feb1c8c7dd	hey facebook set my online status to available	31 - 45	male	English	Medium	Black or African American
8851f4e8999b3941d1c27e607dfc3a8a	could you find the album baduizm by erykah badu	46 - 65	male	English	Low	White
a7736cc3eedb6dd774034dde62c8859c	hey facebook look not to this whatsapp call and make me online	31 - 45	male	English	Low	Black or African American
bbb42cfaf408a27cf24eae5dba9a91cc	hey facebook unmute my announcements	31 - 45	female	English	Low	Hispanic, Latino, or Spanish
62ba6c1b0d1a493edecb05e6c81e548c	resume music now	31 - 45	male	English	Medium	Black or African American
0f6ec83d84dc3ef5d3640d10418850b9	hey facebook send message to my friends in all brother group that i'll be there soon on messenger app	18 - 22	male	Hindi	Low	Middle Eastern or North African
fca4fd8cb2b6c685c37fbf7976fd208e	add this song to my liked song playlist	18 - 22	male	English	Low	White
b998c76b3b9aa401b1c5cf64e1f0a3e9	search up starboy on spotify	23 - 30	male	English	Low	Asian, South Asian or Asian American
3c71e64ab06b7b06a4e921b891bdccb0	reply to group chat yeah it will be nice to go back and visit there	18 - 22	female	English	Medium	Native American, American Indian, or Alaska Native
a121d0d6f34689f0fa7676f06a3f677d	hey facebook i would like for you to unmute my announcements hey facebook i would like for you to unmute my notifications hey facebook continue to receive announcements hey facebook continue to receive notifications hey facebook continue to receive announcements hey facebook continue to receive notifications hey facebook unmute announcements hey facebook unmute notifications hey facebook unmute my announcements and my notifications facebook hey facebook continue to receive announcements and notifications please	46 - 65	female	English	Low	White
74848f3b8ae2032d0c67bd777c64b9cd	there is something special i would like you to see it is here if you can come you'll see it	31 - 45	male	English	Medium	Black or African American
8ee3884f2cab956b39f312655f4836ca	hey facebook can you make a group message from the category best friends on my contact list	23 - 30	female	English	Low	Asian, South Asian or Asian American
028aca92fb952810b1044d35f297eb7c	hey facebook skip the message from inka	31 - 45	male	English	Low	Black or African American
e49c66a92457ac6205751f2c29b7c8d3	we are surprise that they said they are getting married in two weeks time	31 - 45	male	English	Low	Black or African American
f7816794ac6773ebea24d8639e499d03	hey facebook take snapshot in ten seconds hey facebook snap picture in ten seconds	46 - 65	male	English	Medium	Black or African American
00995dbc8fba42b1f10e0d6830f51091	hey facebook mark me not busy	46 - 65	female	English	Medium	Black or African American
80794409f0864a721c5a69fb880f96cf	hey facebook exit spotify	18 - 22	female	English	Low	Black or African American
7a841428108c304464fa4e19ea78b017	reply to mary i think four pm sounds good period	31 - 45	female	Other	Low	Asian, South Asian or Asian American
f79a95f7c93fc22b22c80ba566bc9903	reply to claire's text message nope because i just gave you fifty dollars last week	46 - 65	female	English	Medium	Black or African American
454e9fd521f68ac95e549186227593e7	hey facebook let's share the last video in facebook stories	23 - 30	female	French	Low	White
50bb390c17445b48963ca0c4b16de3a2	open my playlist on spotify	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
b289bdaf7c274838ab7a13c278f89bcb	mark this song as saved mark this song as unliked mark this track as liked put this song to the top of my favorites play this song next and save it please title this song and put it to the bottom of my favorites list mark this song saved in my favorites	46 - 65	male	Other	Low	White
b277042e8a3f97d804a5048f8c35ca76	reply to jill thank you it turned out great	46 - 65	male	English	Medium	Black or African American
dc2f7cda55f12239612e8327028d8f90	yes natalie i will be picking you up at the movie theater at ten o'clock tonight	31 - 45	female	English	Medium	White
263648c8b9088ece9692fee9f2da74a1	hey there let's meet up at four today at maggiano's for a quick bite to eat and catch up	46 - 65	female	Nepali	Low	Asian, South Asian or Asian American
fd847eded2e4d3cef4e6b83c919f28bf	hey facebook message on whatsapp husband are we taking that trip in may question mark	23 - 30	female	English	Low	Hispanic, Latino, or Spanish
6ed44a3944addaf2629e9765b3c604d9	send text to dad i'm really sorry about your loss i love you and i'm here if you need to talk hug	46 - 65	female	English	Medium	Native American, American Indian, or Alaska Native
506433eaa8e18709a5731186b93633d6	hey facebook move a picture to my story	31 - 45	male	English	Medium	Middle Eastern or North African
db7ec588fc9ef95df45956bbb62ec08e	add this to my playlist	31 - 45	female	English	Low	Native Hawaiian or Other Pacific Islander
33d8983f2be5d1c60614a072db112b4a	search justin bieber album justice	18 - 22	male	Hindi	Low	Middle Eastern or North African
a6c97bfaf7b4c85ef645219fd9a05c18	you can send a text message with a keyboard phone	23 - 30	male	English	Low	Native American, American Indian, or Alaska Native
3de57101b33bb49089694a0b70602bb7	hey facebook record a video for five seconds	18 - 22	female	Marathi	Low	Asian, South Asian or Asian American
e7908be7bfc5564c1b65df60820489f5	text my friend and ask the below question how does she feel about the recent black lives matter protests	31 - 45	female	Mandarin	Medium	Asian, South Asian or Asian American
26e8cd327fd2ae7a6da80520297db608	it's been too long	31 - 45	female	English	Affluent	Native Hawaiian or Other Pacific Islander
9da0857291ac2912551f0706ac47d22c	can you send a message to my friends so that i can tell them that i miss them	23 - 30	male	English	Low	Native American, American Indian, or Alaska Native
04d9b329070bf142b8c23cfd95626a24	hey facebook stop the music that i'm listening to right now	18 - 22	male	English	Low	White
7098651f46feab938400e627d412554f	hey facebook add my last picture to my close friend on instagram	31 - 45	female	English	Low	Native Hawaiian or Other Pacific Islander
95194a75fbc27b8ae8aff8e3cd1d2c80	hey facebook read new text on whatsapp	23 - 30	female	Spanish	Low	Hispanic, Latino, or Spanish
7e49c4992b7de6366b861f2942b34748	hey facebook please take a picture of me	18 - 22	female	English	Low	White
c452e42d8f38de54bbce6868bb533f1c	i'm looking for a song	46 - 65	female	English	Medium	White
9ad72fb7e40aaabab6645bc2a0c49fa2	please remove contact sibling	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
60a53d8f1da761dfe8c2fcb886c0b1f1	send a text what else do you like to do for fun	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
56199a771e2f2f8bb7934426cd3a0a77	hey facebook call my dad on my phone	31 - 45	male	English	Low	Black or African American
57bb18e792800dc5e19f4ff7a30a562a	hey facebook give my husband a call	31 - 45	female	Mandarin	Low	Asian, South Asian or Asian American
2a54b06641920cf46a40f448caeb2f04	find the group dakhabrakha please	46 - 65	male	English	Low	White
ed32bf3ae14fd032f1f3c5eb777b6502	what is the title of nicki minaj song playing right now	31 - 45	male	English	Medium	Black or African American
3ff1810dc03bda15c2d44b2bf7f789c7	hey facebook call tina belcher on the messenger app	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
9e7e735a5145d11af7d08ea7ddc7047e	send a message to peter saying that i need to still work on some numbers for tonight	31 - 45	female	Spanish	Low	Hispanic, Latino, or Spanish
2b28c2be2db78803026ac3bd2f24cbb9	hey facebook make online status available on messenger	23 - 30	female	English	Low	Black or African American
e199d187ab0ba9028299219b56b07a86	play madonna songs	31 - 45	female	English	Low	White
52bfe058f2a84661c385c98564291138	hey facebook let everyone know that i'm available right now	23 - 30	female	English	Affluent	Asian, South Asian or Asian American
3c3ae9f6da972a2da94668ccd0fc8dd7	hey facebook when is avatar two going to be available online	31 - 45	male	French	Affluent	White
6bfda8d0eedff3b0b60fc4e66c4993d8	hey facebook remove me from this message thread	46 - 65	female	Spanish	Medium	Hispanic, Latino, or Spanish
